District Name,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,TotalNumofClasses,AverageClassSize,NumberofStudents,FemalePercent,MalePercent,EnglishLanguageLearnerPercent,StudentswithDisabilitiesPercent,EconomicallyDisadvantagedPercent,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,InDistrictExpenditures,TotalIndistrictFTEs,InDistrictExpendituresperPupil,TotalExpenditures,TotalPupilFTEs,TotalExpendituresperPupil,Unnamed:8,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,TotalNumofTeachers,PercentofTeachersLicensedinTeachingAssignment,TotalNumofClassesinCoreAcademicAreas,PercentofCoreAcademicClassesTaughtbyTeachersWhoareHighlyQualified,StudentTeacherRatio,SalaryTotals,AverageSalary,FTECount
Pioneer Charter School of Science II (PCSS-II) (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,69.0,59.0,45.0,30.0,0.0,357.0,33.3,14.3,23.5,26.6,0.3,0.0,2.0,46.8,53.2,      25,      48,      13,       5,       3,       4,       0,,       0,      10,      12,      16,      10,20.8,79.2,     153,18.5,        321,53.6,46.4,26.2,14.0,26.5,     170,       2,1.2,2.9,0.0,0.0,0.0,        11,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,82.0,66.0,27.0,22.0,55.0,44.0,35.0,28.0,7.0,6.0,124.0,85.7,,,,,,,,,,541.0,,604.0,35060000.0,182.0,51.0,85.0,43.0,12.0,200.0,56.0,105.0,32.0,59.9,116.0,100.0,10.0 to 1,,,
Pioneer Valley Chinese Immersion Charter (District),0.0,44.0,44.0,44.0,46.0,47.0,43.0,54.0,50.0,46.0,39.0,9.0,16.0,11.0,0.0,493.0,7.3,18.1,5.5,56.0,0.0,0.0,13.2,46.7,53.1,       1,,,,,,,,,,,,,0.0,0.0,     256,16.5,        460,54.3,45.4,2.6,5.9,13.7,      60,       1,1.7,7.1,0.0,0.0,0.0,        11,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,82.0,80.0,31.0,30.0,51.0,50.0,15.0,15.0,5.0,5.0,102.0,90.9,,,,,,,,,,623.0,,620.0,4970000.0,82.0,16.6,14.0,29.0,5.9,114.0,23.1,79.0,61.0,69.9,188.0,100.0,7.8 to 1,,,
Pioneer Valley Performing Arts Charter Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,48.0,87.3,0.0,45.8,25.0,29.2,25.0,8.3,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley Performing Arts Charter Public (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,69.0,64.0,69.0,67.0,64.0,0.0,401.0,9.5,2.2,14.2,67.3,0.2,0.0,6.5,30.9,68.8,       6,,,,,,,,,,,,,0.0,0.0,     387,12.7,        405,67.9,31.9,0.0,20.7,21.5,     262,       5,1.9,0.0,0.0,0.0,7.8,        58,89.7,5.2,0.0,0.0,5.2,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,90.0,73.0,24.0,19.0,66.0,53.0,29.0,23.0,5.0,4.0,124.0,88.3,,,,,,,,,,612.0,,570.0,4790000.0,2.0,0.5,2.0,81.0,20.2,143.0,35.7,88.0,41.0,74.7,311.0,88.7,9.8 to 1,,,
Prospect Hill Academy Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,64.0,91.4,0.0,53.1,12.5,34.4,12.5,17.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Hill Academy Charter (District),0.0,85.0,80.0,85.0,90.0,95.0,97.0,98.0,93.0,93.0,99.0,72.0,75.0,70.0,0.0,1132.0,54.7,7.8,20.7,13.4,0.4,0.2,2.8,51.2,48.8,     124,     245,      51,      45,      14,       8,       6,,      77,      73,      42,      32,      21,61.2,38.8,     455,21.3,"      1,141",48.9,51.1,10.3,15.4,35.5,     311,       7,2.3,4.9,0.0,0.0,4.1,        65,92.3,6.2,0.0,0.0,1.5,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,130.0,47.0,25.0,9.0,105.0,38.0,112.0,40.0,37.0,13.0,279.0,75.4,,,,,,,,,,517.0,,522.0,4870000.0,529.0,46.7,135.0,156.0,13.8,637.0,56.3,483.0,109.0,77.4,367.0,96.7,10.4 to 1,,,
Rising Tide Charter Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,30.0,88.2,0.0,26.7,16.7,56.7,16.7,20.0,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Tide Charter Public (District),0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,91.0,90.0,73.0,80.0,70.0,72.0,0.0,660.0,1.4,2.6,2.4,88.5,0.3,0.0,4.8,50.0,49.8,      40,      76,      21,       6,       9,       4,       0,,       3,      16,      35,      16,       6,25.0,75.0,     328,18.6,        665,51.6,48.4,0.0,14.9,7.7,     307,       0,0.0,0.0,0.0,0.0,0.0,        71,97.2,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,157.0,64.0,37.0,15.0,120.0,49.0,77.0,31.0,12.0,5.0,246.0,85.5,,,,,,,,,,604.0,,562.0,4830000.0,4.0,0.6,0.0,105.0,15.9,155.0,23.5,65.0,52.0,65.5,271.0,99.6,12.8 to 1,,,
River Valley Charter (District),0.0,32.0,32.0,32.0,34.0,32.0,33.0,32.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,288.0,0.7,2.8,2.4,89.6,0.3,0.0,4.2,41.3,58.7,,,,,,,,,,,,,,,,     116,15.5,        288,59.0,41.0,0.0,13.9,5.2,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,37.0,57.0,9.0,14.0,28.0,43.0,26.0,40.0,2.0,3.0,65.0,84.6,,,,,,,,,,,,,4820000.0,5.0,1.7,0.0,41.0,14.2,60.0,20.8,22.0,18.0,94.4,112.0,99.1,15.6 to 1,,,
Roxbury Preparatory Charter (District),0.0,0.0,0.0,0.0,0.0,0.0,236.0,248.0,244.0,255.0,199.0,162.0,78.0,0.0,0.0,1422.0,57.2,0.8,39.5,1.1,0.2,0.1,0.9,50.9,49.1,     196,     345,      61,     121,      14,       0,       0,,     241,      82,      20,       2,       0,93.6,6.4,     342,23.1,"      1,257",50.4,49.6,22.4,17.4,55.8,     333,       7,2.1,3.1,0.0,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,201.0,36.0,32.0,6.0,169.0,30.0,237.0,42.0,123.0,22.0,561.0,66.9,,,,,,,,,,,,,4840000.0,304.0,21.4,304.0,247.0,17.4,1033.0,72.6,815.0,111.0,46.0,277.0,87.0,11.7 to 1,,,
Sabis International Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,99.0,90.8,0.0,20.2,44.4,35.4,44.4,15.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabis International Charter (District),0.0,107.0,114.0,123.0,160.0,129.0,128.0,130.0,128.0,128.0,110.0,98.0,115.0,104.0,0.0,1574.0,30.0,4.1,39.4,21.3,0.0,0.0,5.2,50.7,49.3,      57,     120,      18,      22,      11,       5,       1,,      29,      38,      32,      15,       6,55.8,44.2,     557,25.3,"      1,571",50.0,50.0,5.3,13.1,35.8,     447,       0,0.0,0.0,0.0,0.0,0.0,       101,99.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,183.0,50.0,46.0,13.0,137.0,37.0,142.0,39.0,43.0,12.0,368.0,76.8,,,,,,,,,,511.0,,506.0,4410000.0,93.0,5.9,93.0,209.0,13.3,766.0,48.7,602.0,66.0,90.7,416.0,99.3,24.0 to 1,,,
Salem Academy Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,28.0,87.5,0.0,21.4,10.7,67.9,10.7,50.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem Academy Charter (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,72.0,82.0,74.0,56.0,44.0,0.0,475.0,8.6,5.1,40.8,42.9,0.0,0.0,2.5,45.9,54.1,      55,     113,      24,      12,      11,       8,       0,,      50,      21,      25,      11,       6,62.8,37.2,     233,18.5,        438,54.8,45.2,10.0,14.4,28.8,     226,      12,5.3,9.8,3.3,0.0,4.5,        39,92.3,7.7,0.0,0.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,90.0,69.0,35.0,27.0,55.0,42.0,27.0,21.0,13.0,10.0,130.0,83.7,,,,,,,,,,528.0,,509.0,4850000.0,106.0,22.3,19.0,70.0,14.7,199.0,41.9,146.0,43.0,75.1,147.0,100.0,10.3 to 1,,,
Seven Hills Charter Public (District),0.0,61.0,75.0,88.0,81.0,81.0,79.0,77.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,667.0,46.5,0.0,43.2,7.3,0.0,0.0,3.0,52.5,47.5,,,,,,,,,,,,,,,,     229,24.2,        661,47.8,52.2,27.8,15.6,54.6,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,28.0,22.0,4.0,3.0,24.0,18.0,68.0,52.0,34.0,26.0,130.0,59.2,,,,,,,,,,,,,4860000.0,309.0,46.3,195.0,102.0,15.3,521.0,78.1,414.0,50.0,99.5,173.0,94.8,13.4 to 1,,,
Shawsheen Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,331.0,318.0,337.0,0.0,1326.0,1.4,0.8,4.7,91.1,0.2,0.0,1.8,58.1,41.9,,,,,,,,,,,,,,,,     770,16.4,"      1,334",42.7,57.3,0.0,23.3,12.5,"   1,336",       3,0.2,0.0,0.0,0.3,0.6,       332,97.0,2.1,0.0,0.0,0.9,0.0,338.0,187.0,55.3,0.0,27.8,39.0,33.2,37.4,15.0,12.3,SCIENCE AND TECH/ENG,263.0,86.0,110.0,36.0,153.0,50.0,43.0,14.0,0.0,0.0,306.0,95.2,,,"      $26,922,652.00","      1,339.3","         $20,102.03","      $27,022,101.00","      1,357.5","         $19,905.78",,521.0,,515.0,8710000.0,14.0,1.1,0.0,330.0,24.9,473.0,35.7,201.0,129.0,100.0,314.0,99.4,10.3 to 1,"     $10,937,532","  $84,006",    130
Silver Hill Horace Mann Charter (District),0.0,95.0,91.0,97.0,98.0,93.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,3.9,2.0,23.2,68.9,0.0,0.0,2.0,49.6,50.4,,,,,,,,,,,,,,,,     226,22.1,        557,49.2,50.8,4.5,17.6,23.7,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,24.0,25.0,12.0,13.0,12.0,13.0,53.0,56.0,18.0,19.0,95.0,67.6,,,,,,,,,,,,,4770000.0,58.0,10.4,42.0,93.0,16.6,235.0,42.0,164.0,35.0,100.0,181.0,100.0,16.3 to 1,,,
Sizer School: A North Central Charter Essential (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,69.0,61.0,52.0,27.0,0.0,359.0,5.3,1.4,20.9,69.4,0.0,0.0,3.1,53.2,46.8,,,,,,,,,,,,,,,,     392,12.5,        367,52.0,48.0,0.5,22.6,30.0,     227,       8,3.5,2.7,1.4,8.8,4.0,        52,75.0,9.6,0.0,5.8,9.6,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,54.0,42.0,8.0,6.0,46.0,36.0,63.0,49.0,11.0,9.0,128.0,74.0,,,,,,,,,,550.0,,542.0,4740000.0,5.0,1.4,4.0,90.0,25.1,174.0,48.5,121.0,35.0,93.8,261.0,91.6,10.6 to 1,,,
South Middlesex Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,193.0,177.0,163.0,0.0,731.0,6.0,0.1,43.4,46.2,1.1,0.0,3.1,59.6,40.4,      31,      39,      23,       8,       0,       0,       0,,       4,      14,      10,       7,       4,46.2,53.8,     453,13.7,        700,43.4,56.6,7.6,42.1,36.7,     717,       2,0.3,0.0,0.5,0.0,0.7,       150,92.7,2.0,0.0,2.0,3.3,0.0,137.0,60.0,43.8,0.0,30.0,51.7,18.3,51.7,13.3,3.3,SCIENCE AND TECH/ENG,98.0,63.0,30.0,19.0,68.0,44.0,48.0,31.0,10.0,6.0,156.0,86.2,,,"      $18,134,299.00",        680.0,"         $26,668.09","      $18,134,299.00",        680.0,"         $26,668.09",,474.0,,473.0,8290000.0,168.0,23.0,67.0,321.0,43.9,511.0,69.9,296.0,75.0,98.7,208.0,98.1,9.6 to 1,"      $6,053,625","  $78,111",     78
South Shore Charter Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,35.0,79.5,0.0,31.4,42.9,25.7,42.9,8.6,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Shore Charter Public (District),0.0,77.0,67.0,61.0,66.0,66.0,79.0,77.0,77.0,78.0,78.0,85.0,64.0,52.0,0.0,927.0,26.4,4.6,2.7,59.3,0.4,0.1,6.4,49.2,50.8,      38,      67,      16,      17,       3,       2,       0,,      11,      22,      23,       8,       3,49.3,50.7,     368,17.5,        757,49.9,50.1,15.3,15.6,14.8,     248,       0,0.0,0.0,0.0,0.0,0.0,        49,95.9,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,91.0,54.0,31.0,19.0,60.0,36.0,67.0,40.0,9.0,5.0,167.0,81.3,,,,,,,,,,559.0,,556.0,4880000.0,298.0,32.1,128.0,155.0,16.7,408.0,44.0,170.0,65.0,90.5,298.0,95.6,11.7 to 1,,,
South Shore Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,159.0,170.0,153.0,0.0,650.0,1.8,1.1,4.6,89.7,0.0,0.0,2.8,66.5,33.5,,,,,,,,,,,,,,,,     529,13.4,        620,32.9,67.1,0.0,30.8,22.4,     636,       2,0.3,0.0,0.0,0.0,1.5,       139,93.5,5.0,0.0,0.0,1.4,0.0,131.0,56.0,42.7,0.0,23.2,51.8,25.0,51.8,16.1,7.1,SCIENCE AND TECH/ENG,118.0,73.0,41.0,25.0,77.0,48.0,41.0,25.0,3.0,2.0,162.0,90.4,,,"      $13,576,366.00",        617.8,"         $21,975.34","      $13,581,366.00",        618.8,"         $21,947.91",,498.0,,489.0,8730000.0,5.0,0.8,0.0,208.0,32.0,324.0,49.8,171.0,61.0,96.7,144.0,99.3,10.4 to 1,"      $4,958,960","  $80,112",     62
Southeastern Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,356.0,356.0,339.0,0.0,1427.0,34.1,1.5,11.8,47.4,0.0,0.0,5.1,51.3,48.6,     137,     187,      97,      31,       8,       1,       0,,      84,      65,      28,       8,       2,79.7,20.3,     704,16.5,"      1,413",48.8,51.2,1.6,19.3,36.5,"   1,416",       6,0.4,0.0,0.3,0.6,0.9,       329,97.3,1.5,0.0,0.0,1.2,0.0,294.0,164.0,55.8,0.0,22.0,44.5,33.5,43.9,19.5,9.1,SCIENCE AND TECH/ENG,197.0,55.0,55.0,15.0,142.0,40.0,149.0,42.0,13.0,4.0,359.0,82.2,,,"      $30,147,512.00","      1,335.9","         $22,567.19","      $30,167,512.00","      1,339.9","         $22,514.75",,470.0,,467.0,8720000.0,357.0,25.0,15.0,261.0,18.3,751.0,52.6,547.0,116.0,96.9,379.0,100.0,12.2 to 1,"     $10,123,304","  $80,922",    125
Southern Worcester County Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,275.0,286.0,253.0,0.0,1123.0,0.7,0.6,9.2,88.2,0.1,0.0,1.2,58.9,41.1,     104,     162,      66,      24,       8,       6,       0,,      37,      59,      33,      22,      11,59.3,40.7,     951,14.0,"      1,121",41.9,58.1,0.0,14.3,25.9,"   1,114",       5,0.4,0.3,1.0,0.4,0.0,       248,95.6,2.4,0.0,0.4,1.6,0.0,260.0,110.0,42.3,0.9,33.6,45.5,20.0,42.7,14.5,4.5,SCIENCE AND TECH/ENG,217.0,80.0,84.0,31.0,133.0,49.0,44.0,16.0,11.0,4.0,272.0,91.3,,,"      $20,687,626.00","      1,077.8","         $19,194.31","      $20,869,057.00","      1,109.3","         $18,812.82",,518.0,,508.0,8760000.0,6.0,0.5,0.0,156.0,13.9,392.0,34.9,290.0,110.0,100.0,326.0,100.0,10.1 to 1,"      $8,315,313","  $73,587",    113
Springfield Preparatory Charter School (District),0.0,53.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,23.7,2.3,65.6,6.5,0.0,0.0,1.9,49.3,50.7,,,,,,,,,,,,,,,,      31,25.7,        156,50.6,49.4,24.4,13.5,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,70.0,32.6,54.0,26.0,12.1,173.0,80.5,154.0,13.0,61.5,31.0,51.6,12.5 to 1,,,
Sturgis Charter Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,187.0,89.5,0.0,42.2,16.0,41.7,16.0,11.8,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturgis Charter Public (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,218.0,198.0,185.0,0.0,816.0,2.3,3.6,4.7,84.9,0.5,0.0,4.0,42.4,57.6,,,,,,,,,,,,,,,,     517,14.1,        809,58.8,41.2,0.1,12.7,11.2,     804,       1,0.1,0.0,0.0,0.0,0.5,       180,96.7,2.8,0.0,0.0,0.6,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,184.0,93.0,98.0,50.0,86.0,44.0,12.0,6.0,1.0,1.0,197.0,97.6,,,,,,,,,,595.0,,576.0,4890000.0,26.0,3.2,2.0,97.0,11.9,204.0,25.0,120.0,89.0,42.6,411.0,100.0,9.0 to 1,,,
TEC Connections Academy Commonwealth Virtual School District,0.0,37.0,35.0,42.0,40.0,43.0,46.0,90.0,139.0,156.0,296.0,242.0,212.0,160.0,0.0,1538.0,5.6,2.9,13.9,70.0,0.5,0.3,6.8,41.5,58.4,      22,      33,      14,       6,       1,       1,       0,,       2,       8,      12,       6,       5,30.3,69.7,     421,33.2,"      1,441",57.8,42.1,2.1,20.1,37.5,     638,     182,28.5,34.3,30.6,20.6,23.9,       233,32.6,19.7,0.0,12.0,35.6,0.0,13.0,,,,,,,,,,SCIENCE AND TECH/ENG,65.0,29.0,10.0,4.0,55.0,24.0,107.0,47.0,54.0,24.0,226.0,63.8,,,,,,,,,,568.0,,528.0,39020000.0,64.0,4.2,3.0,295.0,19.2,793.0,51.6,633.0,37.0,100.0,424.0,97.9,30.2 to 1,,,
The Sizer School: A North Central Charter Essential (District),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,24.0,63.2,0.0,25.0,33.3,41.7,33.3,16.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri County Regional Vocational Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,139.0,58.4,0.7,31.7,31.7,36.0,25.9,18.7,13.7,,,,,,,,,,,,,,,,"      $19,213,205.00",        994.8,"         $19,313.64","      $19,216,655.00",        995.5,"         $19,303.52",,,,,,,,,,,,,,,,,,,"      $7,428,177","  $79,531",     93
Tri-County Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,271.0,256.0,211.0,0.0,986.0,0.5,0.7,5.3,88.9,0.2,0.1,4.3,56.9,42.9,      66,      94,      47,      10,       9,       0,       0,,      11,      29,      34,      10,      10,42.6,57.4,     585,17.0,"      1,003",44.7,55.2,0.3,27.5,19.5,"   1,023",       9,0.9,0.4,1.1,1.8,0.4,       235,97.0,0.9,0.0,0.0,2.1,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,198.0,77.0,55.0,21.0,143.0,56.0,52.0,20.0,7.0,3.0,257.0,91.2,,,,,,,,,,535.0,,524.0,8780000.0,5.0,0.5,4.0,304.0,30.8,434.0,44.0,205.0,86.0,96.5,237.0,100.0,11.9 to 1,,,
UP Academy Charter School of Boston (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,166.0,153.0,0.0,0.0,0.0,0.0,0.0,502.0,45.4,6.6,41.2,3.8,0.2,0.6,2.2,52.0,48.0,,,,,,,,,,,,,,,,     128,22.4,        456,45.2,54.8,16.9,19.3,62.9,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,18.0,0.0,0.0,20.0,18.0,59.0,53.0,32.0,29.0,111.0,59.5,,,,,,,,,,,,,4800000.0,271.0,54.0,127.0,108.0,21.5,407.0,81.1,345.0,39.0,79.2,100.0,79.0,12.2 to 1,,,
UP Academy Charter School of Dorchester (District),59.0,64.0,71.0,74.0,75.0,90.0,90.0,82.0,71.0,63.0,0.0,0.0,0.0,0.0,0.0,739.0,54.0,2.0,40.3,1.2,0.4,0.0,2.0,51.6,48.4,,,,,,,,,,,,,,,,     212,22.5,        749,50.9,49.1,21.8,20.6,59.9,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,22.0,16.0,2.0,1.0,20.0,14.0,67.0,48.0,50.0,36.0,139.0,52.3,,,,,,,,,,,,,35050000.0,193.0,26.1,191.0,145.0,19.6,589.0,79.7,493.0,63.0,85.7,158.0,81.6,11.8 to 1,,,
Upper Cape Cod Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,186.0,167.0,172.0,0.0,715.0,4.5,2.1,2.1,85.6,0.6,0.0,5.2,62.1,37.9,       9,,,,,,,,       0,       8,       2,       0,       0,80.0,20.0,     319,15.4,        690,38.3,61.7,0.0,15.9,22.5,     709,       1,0.1,0.0,0.0,0.6,0.0,       167,97.6,1.2,0.0,0.6,0.6,0.0,148.0,92.0,62.2,0.0,29.3,45.7,25.0,45.7,9.8,12.0,SCIENCE AND TECH/ENG,113.0,68.0,32.0,19.0,81.0,49.0,52.0,32.0,0.0,0.0,165.0,88.0,,,"      $15,875,510.00",        695.1,"         $22,839.17","      $15,882,110.00",        696.4,"         $22,806.02",,537.0,,530.0,8790000.0,0.0,0.0,0.0,127.0,17.8,284.0,39.7,188.0,69.0,97.1,121.0,97.5,10.3 to 1,"      $5,207,946","  $69,765",     75
Veritas Preparatory Charter School (District),0.0,0.0,0.0,0.0,0.0,0.0,90.0,86.0,82.0,64.0,0.0,0.0,0.0,0.0,0.0,322.0,16.8,0.6,76.7,4.3,0.0,0.0,1.6,46.6,53.4,,,,,,,,,,,,,,,,      83,27.7,        308,49.0,51.0,10.7,20.8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,71.0,49.0,24.0,17.0,47.0,32.0,57.0,39.0,17.0,12.0,145.0,76.4,,,,,,,,,,,,,4980000.0,77.0,23.9,38.0,59.0,18.3,247.0,76.7,231.0,28.0,54.5,72.0,65.3,11.4 to 1,,,
Whittier Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,331.0,332.0,303.0,0.0,1254.0,1.4,1.0,18.9,75.3,0.2,0.0,3.1,54.5,45.5,,,,,,,,,,,,,,,,     705,13.5,"      1,311",45.2,54.8,0.6,24.8,26.5,"   1,310",       4,0.3,0.0,0.6,0.0,0.6,       337,99.1,0.0,0.0,0.3,0.6,0.0,292.0,201.0,68.8,0.0,21.9,49.8,28.4,48.3,10.0,10.9,SCIENCE AND TECH/ENG,245.0,79.0,86.0,28.0,159.0,51.0,55.0,18.0,9.0,3.0,309.0,91.3,,,"      $23,674,066.00","      1,299.6","         $18,216.43","      $23,767,184.00","      1,304.4","         $18,220.78",,519.0,,507.0,8850000.0,60.0,4.8,12.0,295.0,23.5,594.0,47.4,373.0,113.0,97.4,461.0,100.0,11.6 to 1,"      $9,353,064","  $83,659",    112
